Video File,Meta File,TimeStamp,Exposure,Gain,Gamma,Binning,Capture Area,
2025-01-17-0208_3-Jupiter_647NH3.avi,2025-01-17-0206_3-Jupiter_647NH3.CameraSettings.txt,2025-01-17T02:05:18.4737280Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0206_3-Jupiter_647NH3.avi,2025-01-17-0204_2-Jupiter_620CH4.CameraSettings.txt,2025-01-17T02:03:16.7720308Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0204_2-Jupiter_620CH4.avi,2025-01-17-0202_2-Jupiter_632OI.CameraSettings.txt,2025-01-17T02:01:14.8590935Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0202_2-Jupiter_632OI.avi,2025-01-17-0200_1-Jupiter_656HIA.CameraSettings.txt,2025-01-17T01:59:11.5096430Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0200_1-Jupiter_656HIA.avi,2025-01-17-0158_4-Jupiter_450BLU.CameraSettings.txt,2025-01-17T01:57:39.7067313Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0158_4-Jupiter_450BLU.avi,2025-01-17-0156_8-Jupiter_550GRN.CameraSettings.txt,2025-01-17T01:56:07.0988181Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0156_8-Jupiter_550GRN.avi,2025-01-17-0155_3-Jupiter_685NIR.CameraSettings.txt,2025-01-17T01:54:33.7694031Z,0.01,60.0,No Gamma,2,640x640,
2025-01-17-0155_3-Jupiter_685NIR.avi,2025-01-17-0153_5-Jupiter_656HIA.CameraSettings.txt,2025-01-17T01:52:31.1238940Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0153_5-Jupiter_656HIA.avi,2025-01-17-0151_4-Jupiter_632OI.CameraSettings.txt,2025-01-17T01:50:27.6244463Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0151_4-Jupiter_632OI.avi,2025-01-17-0149_4-Jupiter_620CH4.CameraSettings.txt,2025-01-17T01:48:26.0562806Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0149_4-Jupiter_620CH4.avi,2025-01-17-0147_4-Jupiter_647NH3.CameraSettings.txt,2025-01-17T01:46:24.3672182Z,0.05,60.0,No Gamma,2,640x640,
2025-01-17-0147_4-Jupiter_647NH3.avi,2025-01-17-0145_4-Jupiter_647NH3.CameraSettings.txt,2025-01-17T01:44:24.0835868Z,0.05,60.0,No Gamma,2,640x640,
